"IDS","NAME","LONGITUDE","LATITUDE","NEAREST_LINE_ID","COMID","ARBOLATESU","SNAP_DIST","DISTFROMNODE","DISTTONODE","DIST_FROMHWKM","GEOMETRY","POINTTYPE"
"Point.09014050","09014050 GRAND LAKE OUTLET BLW CHIPMUNK LN AT GRAND LK, CO",-105.827951515311,40.2458132012414,1234531,1234531,88.1,0.000105091736936619,696.343286933334,698.441228140789,87.4015587718592,"c(939996.802842398, 4467890.0248268)","gage"
"Point.09015000","09015000 COLORADO RIVER BL SHADOW MOUNTAIN RESERVOIR, CO.",-105.838950354542,40.2063377909512,1234501,1234501,245.955,2.20582685894121e-05,253.902088548779,169.876578800574,245.785123421199,"c(939316.444631142, 4463450.82474307)","gage"
"Point.09015500","09015500 COLUMBINE CREEK ABV LAKE GRANBY, NR GRAND LAKE, CO",-105.820261877797,40.1864131537684,1234503,1234503,7.54,4.83142603656227e-06,7558.90090375099,35.0449592227878,7.50495504077721,"c(941037.437114389, 4461330.76258292)","gage"
"Point.09016000","09016000 ROARING FORK ABOVE LAKE GRANBY, CO.",-105.767420439281,40.1307390746342,1234509,1234509,6.254,4.4111815213138e-07,6240.99032396557,37.0308317467361,6.21696916825326,"c(945904.019344489, 4455411.62759251)","gage"
"Point.09016500","09016500 ARAPAHO CREEK AT MONARCH LAKE OUTLET, CO",-105.749712927294,40.1121956736706,1234515,1234515,59.025,4.03945278799923e-05,531.829139596643,958.187393627294,58.0668126063727,"c(947535.678821518, 4453441.24474946)","gage"
"Point.09017000","09017000 ARAPAHO CREEK BELOW MONARCH LAKE, CO.",-105.77614412482,40.1300041965888,1234587,1234587,72.365,0.0016945405619661,250.340196085853,525.939422008863,71.8390605779911,"c(945165.074877841, 4455286.14019334)","gage"
"Point.09018000","09018000 STILLWATER CREEK AB LK GRANBY, NR GRAND LK, CO.",-105.895511846032,40.1878508292931,1234127,1234127,20.478,0.000386625058306842,2759.43934270833,815.300044710348,19.6626999552897,"c(934618.089618404, 4461118.21438016)","gage"
"Point.09019000","09019000 COLORADO RIVER BELOW LAKE GRANBY, CO.",-105.867240845205,40.1440599510635,1234505,1234505,396.953,2.4109181053408e-05,553.17237306227,1509.61089749586,395.443389102504,"c(937308.076589542, 4456393.63017558)","gage"
"Point.09019500","09019500 COLORADO RIVER NEAR GRANBY, CO",-105.900500824636,40.1210595358844,1234513,1234513,418.269,3.99229832858772e-05,2877.09577453837,2078.63791448204,416.190362085518,"c(934620.019636548, 4453675.38979578)","gage"
"Point.09020000","09020000 WILLOW CREEK NEAR GRANBY, CO.",-106.00854684119,40.1794428940988,1232731,1232731,206.343,0.000150397722553204,156.720001253134,379.282920522026,205.963717079478,"c(925042.305671653, 4459635.55665586)","gage"
"Point.09020500","09020500 WILLOW CREEK ABOVE WILLOW CREEK RESERVOIR, CO.",-105.980413960164,40.1556783544018,1234147,1234147,234.501,8.45074471333701e-05,3586.923210999,333.146537573493,234.167853462427,"c(927588.49672943, 4457131.57695294)","gage"
"Point.09021000","09021000 WILLOW CREEK BELOW WILLOW CREEK RESERVOIR, CO.",-105.940040837707,40.1455900683042,1234173,1234173,242.487,0.000180486562921459,302.799829049573,225.924256331822,242.261075743668,"c(931093.114299587, 4456206.78004842)","gage"
"Point.09022000","09022000 FRASER RIVER AT UPPER STA, NEAR WINTER PARK, CO.",-105.751916347955,39.8457921501056,1239663,1239663,12.598,2.63407323454061e-06,2155.69571571341,1694.181675136,10.903818324864,"c(949094.084202391, 4423840.34558075)","gage"
"Point.09023500","09023500 FRASER RIVER ABOVE WINTER PARK, CO.",-105.75846410949,39.8799321174429,1239363,1239363,26.895,0.000122314486815839,169.583095883781,175.402936865789,26.7195970631342,"c(948310.522567932, 4427599.32344708)","gage"
"Point.09024000","09024000 FRASER RIVER AT WINTER PARK, CO.",-105.776779258664,39.9006485893621,1239657,1239657,34.662,1.83666953288329e-05,2854.50521596213,2808.0169917364,31.8539830082636,"c(946608.345546253, 4429808.27817084)","gage"
"Point.09025000","09025000 VASQUEZ CREEK AT WINTER PARK, CO",-105.785473516137,39.9206660973604,1239617,1239617,36.685,4.91733240941845e-06,1682.93267616155,398.339315152917,36.2866606848471,"c(945734.396991147, 4431988.04488981)","gage"
"Point.09025300","09025300 ELK CREEK AT UPPER STATION, NEAR FRASER, CO",-105.832756074467,39.8897422518382,1239635,1239635,3.466,4.80935549726233e-05,3067.30743374758,395.461011811933,3.07053898818807,"c(941890.029294352, 4428317.63585111)","gage"
"Point.09025400","09025400 ELK CREEK NEAR FRASER, CO.",-105.826073547037,39.9188305151099,1239327,1239327,18.201,8.56880208575038e-05,406.312120587495,3932.1743406728,14.2688256593272,"c(942274.106367272, 4431581.61286412)","gage"
"Point.09026500","09026500 ST. LOUIS CREEK NEAR FRASER, CO.",-105.878375081261,39.9100093331235,1239619,1239619,45.885,0.000360133318769373,113.445202175564,584.049547143612,45.3009504528564,"c(937857.531935334, 4430343.28606404)","gage"
"Point.09032000","09032000 RANCH CREEK NEAR FRASER, CO.",-105.765776523672,39.94938022268,1239605,1239605,36.063,2.50070677657853e-05,163.813755526191,2744.36472075862,33.3186352792414,"c(947231.356022793, 4435276.18680722)","gage"
"Point.09032001","09032001 RANCH C NR FRASER PLUS RANCH C DITCH COLO",-105.765768360474,39.949380215108,1239605,1239605,36.063,2.68234068108553e-05,163.114714270819,2745.06376201399,33.317936237986,"c(947232.05390658, 4435276.22701782)","gage"
"Point.09032100","09032100 CABIN CREEK NEAR FRASER, CO.",-105.744400491382,39.9860994881611,1239593,1239593,7.512,0.000130820157769376,4802.28830600842,1898.76189451505,5.61323810548495,"c(948817.7094331, 4439462.36276859)","gage"
"Point.09032500","09032500 RANCH CREEK NEAR TABERNASH, CO.",-105.823576581666,39.9976335861187,1239245,1239245,88.322,4.46344093936552e-05,1215.48914989797,285.758872225863,88.0362411277741,"c(941978.409813594, 4440346.60278834)","gage"
"Point.09033000","09033000 MEADOW CREEK NEAR TABERNASH, CO.",-105.779810414802,40.0502224073966,1234517,1234517,18.37,7.43397960388452e-05,2446.47035748301,8854.42482190169,9.51557517809831,"c(945373.882313789, 4446406.30035272)","gage"
"Point.09033100","09033100 RANCH CREEK BLW MEADOW CR NR TABERNASH, CO",-105.82761747045,39.9990949444482,1239233,1239233,108.356,0.000203413895726057,203.914108236294,1412.97396761981,106.94302603238,"c(941623.77952411, 4440488.82236655)","gage"
"Point.09033300","09033300 FRASER RIVER BLW CROOKED CR AT TABERNASH CO",-105.848088052983,40.0058169042895,1234355,1234355,344.231,1.81386527638423e-05,77.6069050817377,8408.18823894433,335.822811761056,"c(939831.885938257, 4441133.87697564)","gage"
"Point.09033500","09033500 STRAWBERRY CREEK NEAR GRANBY, CO",-105.796007392626,40.0740767041354,1234307,1234307,5.916,9.37230235353057e-05,4143.16128502535,1815.60585986819,4.10039414013181,"c(943836.026328139, 4448974.65019543)","gage"
"Point.09034000","09034000 FRASER RIVER AT GRANBY, CO.",-105.955134871877,40.0851378949077,1234275,1234275,391.175,8.00113334258158e-07,315.837031623546,712.966659655693,390.462033340344,"c(930188.494192462, 4449419.28045347)","gage"
"Point.09034250","09034250 COLORADO RIVER AT WINDY GAP, NEAR GRANBY, CO.",-106.004188967095,40.1081543052451,1231703,1231703,1186.396,0.000809076943127417,168.465971446106,2551.22355295791,1183.84477644704,"c(925859.776498461, 4451738.85817791)","gage"
"Point.09034500","09034500 COLORADO RIVER AT HOT SULPHUR SPRINGS, CO.",-106.088040262267,40.0835309469124,1232765,1232765,1245.341,0.000215492456737637,1577.51908083305,295.734618752047,1245.04526538125,"c(918860.375207274, 4448604.83131176)","gage"
"Point.09034800","09034800 LITTLE MUDDY CREEK NEAR PARSHALL, CO.",-106.068995951706,39.9632327121379,1237103,1237103,11.83,0.000154675828740234,3035.01966999005,689.797187655887,11.1402028123441,"c(921226.343223643, 4435334.34675817)","gage"
"Point.09034900","09034900 BOBTAIL CREEK NEAR JONES PASS, CO",-105.906341665026,39.759418439474,1239681,1239681,7.344,0.000105018526162656,4586.72060262128,2740.08100190954,4.60391899809047,"c(936420.514642223, 4413480.58097114)","gage"
"Point.09035500","09035500 WILLIAMS FORK BELOW STEELMAN CREEK, CO.",-105.928426221053,39.7789683949002,1239423,1239423,25.296,0.000404577930386199,202.534433928403,6755.63627674704,18.540363723253,"c(934404.153770729, 4415544.20942929)","gage"
"Point.09035700","09035700 WILLIAMS FORK ABOVE DARLING CREEK, NEAR LEAL, CO",-106.025765149346,39.7975732457966,1238141,1238141,38.497,4.02696328819024e-05,3315.87477724525,601.784435343991,37.895215564656,"c(925947.682919767, 4417141.41440939)","gage"
"Point.09035800","09035800 DARLING CREEK NEAR LEAL, CO.",-106.026409807835,39.8006122436812,1238529,1238529,9.646,0.000300024870984054,2304.73422984824,109.935662216295,9.53606433778371,"c(925873.653594883, 4417475.85582456)","gage"
"Point.09035820","09035820 SO FK WILLIAMS FK AT UP STA NR PTARMIGAN PASS, C",-105.945983711785,39.7081780674132,1239439,1239439,6.419,0.000149141239956985,1963.08149509937,4497.28395682009,1.92171604317991,"c(933344.132084657, 4407596.63554636)","gage"
"Point.09035830","09035830 SO FK WILLIAMS FK NR PTARMIGAN PASS, CO",-105.961284222064,39.7039387962276,1239439,1239439,6.419,0.00037434341735127,3401.65607004654,3058.70938187292,3.36029061812708,"c(932058.125179549, 4407051.75803911)","gage"
"Point.09035840","09035840 SO FK WILLIAMS FK AB TRIB NR PTARMIGAN PASS, CO",-105.98191513963,39.7034383024497,1239439,1239439,6.419,3.96329217901648e-05,5232.33714032412,1228.02831159533,5.19097168840467,"c(930291.355178598, 4406896.68645716)","gage"
"Point.09035845","09035845 SO FK WILLIAMS FK TRIB NR PTARMIGAN PASS, CO",-105.985393814735,39.7029501315408,1239439,1239439,6.419,0.00040698463450746,5541.64857131715,918.716880602301,5.5002831193977,"c(929995.963968159, 4406825.73502199)","gage"
"Point.09035850","09035850 SO FK WILLIAMS FK AB SHORT CR NR PTARMIGAN PASS,",-105.990265750757,39.7031706895947,1239439,1239439,6.419,9.28733924652021e-05,5970.8570742905,489.508377628954,5.92949162237105,"c(929576.633875949, 4406826.81390883)","gage"
"Point.09035870","09035870 SO FK WILLIAMS FK BL SHORT CR NR PTARMIGAN PAS,",-106.031641795515,39.7492715679078,1238563,1238563,29.981,1.28667004050063e-05,437.741389710288,643.341418864875,29.3376585811351,"c(925742.584052718, 4411748.90712478)","gage"
"Point.09035880","09035880 S. FK. WILLIAMS FORK BLW OLD BALDY MT NR LEAL, CO",-106.036399425626,39.7587713654421,1238203,1238203,33.279,2.35156099760638e-05,754.845938117689,681.832576997574,32.5971674230024,"c(925276.114247242, 4412781.3086415)","gage"
"Point.09035900","09035900 SOUTH FORK OF WILLIAMS FORK NEAR LEAL, CO",-106.03043845801,39.7958978045162,1238533,1238533,46.218,0.000252370318650287,890.344237601711,809.299789790365,45.4087002102096,"c(925557.678273678, 4416933.0427192)","gage"
"Point.09036000","09036000 WILLIAMS FORK NEAR LEAL, CO.",-106.056430836971,39.8338807939384,1237943,1237943,136.779,0.000173892450905338,36.4806794091611,818.223077457464,135.960776922543,"c(923097.234442702, 4421027.87624401)","gage"
"Point.09036500","09036500 KEYSER CREEK NEAR LEAL, CO.",-106.017016140513,39.9075386500272,1237471,1237471,20.876,2.53232732142266e-05,288.1272564419,117.066031627492,20.7589339683725,"c(926014.826624844, 4429396.26494033)","gage"
"Point.09037000","09037000 WILLIAMS FORK NEAR SCHOLL, CO.",-106.099240599831,39.9055547880688,1237551,1237551,235.364,0.000215095488068301,1407.17554638935,626.190328485489,234.737809671515,"c(918994.19108645, 4428785.80413025)","gage"
"Point.09037200","09037200 SKYLARK CREEK NEAR PARSHALL, CO.",-106.169948573117,39.9053516052993,1237501,1237501,8.37,3.83910635442237e-05,633.764486025378,158.948117967494,8.21105188203251,"c(912947.622905692, 4428432.9763652)","gage"
"Point.09037500","09037500 WILLIAMS FORK NEAR PARSHALL, CO",-106.179602901358,40.0002705141139,1232821,1232821,358.915,1.81174987066005e-05,30.5628858699319,392.519342528518,358.522480657471,"c(911551.003111473, 4438929.8084617)","gage"
"Point.09038500","09038500 WILLIAMS FORK BELOW WILLIAMS FORK RESERVOIR, CO",-106.205348320722,40.035266267855,1232803,1232803,498.666,0.000128998170747067,23.7642737612969,3408.5593538121,495.257440646188,"c(909142.411983494, 4442697.49007897)","gage"
"Point.09039000","09039000 TROUBLESOME CREEK NEAR PEARMONT, CO.",-106.313037401236,40.2174846779419,1232725,1232725,82.09,2.18497587186703e-05,63.8396007291173,797.816390507968,81.292183609492,"c(898880.117879811, 4462443.48419479)","gage"
"Point.09039500","09039500 TROUBLESOME C AT ATMORE RANCH, NR TRBLESOME, CO.",-106.309344675657,40.2085228669876,1231209,1231209,105.028,3.26723300888833e-05,131.107096702022,1219.62370645775,103.808376293542,"c(899247.225956289, 4461464.86636108)","gage"
"Point.09040000","09040000 EAST FORK TROUBLESOME C NEAR TROUBLESOME, CO.",-106.283249054468,40.157353187029,1232737,1232737,157.424,7.04045637710131e-05,3023.34588893937,62.6035433540569,157.361396456646,"c(901771.742225616, 4455900.14307116)","gage"
"Point.09040500","09040500 TROUBLESOME CREEK NEAR TROUBLESOME, CO.",-106.304896643046,40.0592525958556,1232041,1232041,378.756,0.000174793373617004,372.114350110407,375.598639395383,378.380401360605,"c(900503.555859817, 4444907.56122563)","gage"
"Point.09041000","09041000 MUDDY CREEK NEAR KREMMLING, CO.",-106.483624862038,40.2936805145702,1232679,1232679,174.925,1.49995457055957e-05,79.6323600834698,321.732414510039,174.60326758549,"c(883925.386222379, 4470150.44584822)","gage"
"Point.09041090","09041090 MUDDY CREEK ABOVE ANTELOPE CREEK NR. KREMMLING, CO",-106.42252533675,40.202657596174,1231205,1231205,282.596,0.000369832129964825,314.282677283856,1214.01923619075,281.381980763809,"c(889644.001493767, 4460309.22318575)","gage"
"Point.09041100","09041100 ANTELOPE CREEK NEAR KREMMLING, CO.",-106.373665038078,40.2406350206584,1231115,1231115,20.264,4.60272903881975e-07,352.707620981122,2773.86820435941,17.4901317956406,"c(893584.204360048, 4464742.97520305)","gage"
"Point.09041200","09041200 RED DIRT CREEK NEAR KREMMLING, CO.",-106.559316992568,40.1612989080412,1231341,1231341,37.014,1.74110043874235e-05,416.341790241831,184.443532384284,36.8295564676157,"c(878226.195179111, 4455123.40661255)","gage"
"Point.09041300","09041300 PASS CREEK NEAR KREMMLING, CO.",-106.490365198223,40.1320534893263,1231469,1231469,56.094,5.44218279008893e-05,634.041195128453,7057.62143925186,49.0363785607481,"c(884266.21225881, 4452172.21118089)","gage"
"Point.09041400","09041400 MUDDY CRK BLW WOLFORD MTN RESER. NR KREMMLING, CO",-106.41382517645,40.108513576459,1231609,1231609,573,1.51482799283541e-05,773.427371305802,321.482519657108,572.678517480343,"c(890925.666312117, 4449892.53422186)","gage"
"Point.09041500","09041500 MUDDY CREEK AT KREMMLING, CO.",-106.398239365694,40.0604472008193,1232019,1232019,629.651,0.000442985757231443,511.508233139281,1350.31190940647,628.300688090593,"c(892531.346965178, 4444623.40367747)","gage"
"Point.09043000","09043000 MONTE CRISTO CREEK NEAR HOOSIER PASS, CO.",-106.062547028189,39.3808856609629,1314767,1314767,8.106,5.91288027780957e-05,2490.05643083601,1090.39987973437,7.01560012026563,"c(925344.385921438, 4370689.17046558)","gage"
"Point.09044000","09044000 HOOSIER CREEK NEAR HOOSIER PASS, CO.",-106.051257818048,39.3766482253402,1314715,1314715,4.079,3.67304597658654e-05,2880.02931011025,1215.15931482156,2.86384068517844,"c(926343.237419423, 4370271.95698511)","gage"
"Point.09044500","09044500 BEMROSE CREEK NEAR HOOSIER PASS, CO.",-106.049567101959,39.3748289576704,1314715,1314715,4.079,3.80426760016846e-05,2629.14914700598,1466.03947792583,2.61296052207417,"c(926500.069285221, 4370077.91693007)","gage"
"Point.09045000","09045000 MCCULLOUGH GULCH NEAR BRECKENRIDGE,CO.",-106.051971694882,39.4035579996965,1314765,1314765,6.693,6.9413319204574e-05,6641.45265115561,104.191421283314,6.58880857871669,"c(926117.509723816, 4373257.16102115)","gage"
"Point.09045500","09045500 SPRUCE CREEK NEAR BRECKENRIDGE, CO.",-106.042293505775,39.4406541937361,1314663,1314663,13.768,0.000184472199512109,1611.32854640948,483.552750013034,13.284447249987,"c(926724.436006285, 4377422.93247343)","gage"
"Point.09046400","09046400 INDIANA CREEK ABOVE MOUTH AT BLUE RIVER, CO",-106.023622351116,39.4492601577232,1314671,1314671,7.869,7.83301325760871e-07,3177.76716447411,638.500402288995,7.230499597711,"c(928279.421692817, 4378467.48981104)","gage"
"Point.09046490","09046490 BLUE RIVER AT BLUE RIVER, CO.",-106.031732504019,39.4557185018477,1314651,1314651,59.807,0.000208407675355268,179.660367918603,3067.19828700634,56.7398017129937,"c(927541.4820854, 4379146.15199577)","gage"
"Point.09046530","09046530 FRENCH GULCH AT BRECKENRIDGE, CO",-106.044446895671,39.4934087159965,1314633,1314633,12.426,0.000168253144317252,4426.72746510572,156.55587141449,12.2694441285855,"c(926216.084131676, 4383271.63459738)","gage"
"Point.09046600","09046600 BLUE RIVER NEAR DILLON, CO",-106.049242577442,39.5667334728211,1312907,1312907,151.97,2.9536413925655e-06,53.3419019956085,344.745038114453,151.625254961886,"c(925354.432746695, 4391392.35018077)","gage"
"Point.09046601","09046601 BLUE R NR DILLON PLUS HOOSIER PASS TUNNEL COLO",-106.038925381443,39.5485247437207,1313261,1313261,144.619,0.000155348705610373,266.59661152574,1779.65687981719,142.839343120183,"c(926353.070565198, 4389419.06202921)","gage"
"Point.09047000","09047000 BLUE RIVER AT DILLON, CO.",-106.051632679894,39.6148152927381,1313395,1313395,119.213,0.000499843207571229,3495.96020009907,876.882848626014,118.336117151374,"c(924854.331587171, 4396721.00389359)","gage"
"Point.09047500","09047500 SNAKE RIVER NEAR MONTEZUMA, CO",-105.943404245787,39.6051693429113,1314289,1314289,71.048,5.10980172943621e-07,117.692336357775,2757.43702866824,68.2905629713318,"c(934211.460687661, 4396168.56889176)","gage"
"Point.09047700","09047700 KEYSTONE GULCH NEAR DILLON, CO.",-105.972883347111,39.5943665965469,1314083,1314083,8.914,3.47447863556371e-05,7878.03250300345,1025.52509191851,7.88847490808149,"c(931746.133196556, 4394826.34106717)","gage"
"Point.09048000","09048000 SNAKE RIVER AT DILLON, CO.",-106.041743526173,39.6131466061233,1313395,1313395,119.213,0.000559881268256263,2617.92077149437,1754.92227723071,117.458077722769,"c(925714.037660996, 4396582.62103197)","gage"
"Point.09049200","09049200 WEST TENMILE CREEK AT COPPER MOUNTAIN, CO.",-106.168474673706,39.5008957780293,1313513,1313513,44.067,0.000192439726046894,748.847813866277,306.391415315112,43.7606085846849,"c(915499.121370698, 4383521.9911217)","gage"
"Point.09050000","09050000 TENMILE CREEK AT FRISCO, CO.",-106.110508440264,39.5751491684742,1312885,1312885,127.411,5.77290869787613e-05,18.0441436728805,1778.93141740579,125.632068582594,"c(920037.286189719, 4392038.21437378)","gage"
"Point.09050100","09050100 TENMILE CREEK BL NORTH TENMILE C, AT FRISCO, CO.",-106.110481865479,39.5751761513714,1312885,1312885,127.411,6.74826187723876e-05,21.8175820167915,1775.15797906188,125.635842020938,"c(920039.406841368, 4392041.33553919)","gage"
"Point.09050500","09050500 TENMILE CREEK AT DILLON, CO.",-106.056995161531,39.6120962605676,1313387,1313387,335.853,0.000416387790500381,228.995254665133,732.491658572056,335.120508341428,"c(924410.361100027, 4396393.61110423)","gage"
"Point.09050700","09050700 BLUE RIVER BELOW DILLON, CO.",-106.066687757611,39.6252941555607,1312847,1312847,456.384,1.5806641831468e-05,528.657636648955,127.968064498327,456.256031935502,"c(923497.08161075, 4397813.50301846)","gage"
"Point.09051000","09051000 STRAIGHT CREEK NEAR DILLON, CO.",-106.019652826005,39.6478429245961,1312815,1312815,16.543,0.000566397556549104,1779.89694686121,199.438129413497,16.3435618705865,"c(927397.44146743, 4400541.25134054)","gage"
"Point.09051050","09051050 STRAIGHT CR BLW LASKEY GULCH NR DILLON, CO",-106.040168105289,39.6394380720746,1313259,1313259,31.171,0.00133905810129369,339.544334059179,2846.93488420071,28.3240651157993,"c(925687.749317903, 4399510.06352953)","gage"
"Point.09051500","09051500 WILLOW CREEK NEAR DILLON, CO.",-106.0802036124,39.6498551487896,1312809,1312809,24.521,7.33286116619404e-05,1597.58234350095,410.210101050292,24.1107898989497,"c(922186.499733787, 4400477.42698209)","gage"
"Point.09052000","09052000 ROCK CREEK NEAR DILLON, CO.",-106.128801034288,39.7229191646139,1313255,1313255,25.762,3.09197477671888e-05,473.449014137926,350.146320584552,25.4118536794154,"c(917572.675190129, 4408363.77883531)","gage"
"Point.09052400","09052400 BOULDER CREEK AT UPPER STATION, NEAR DILLON, CO.",-106.173179289464,39.7282712802922,1313253,1313253,16.849,0.000216100439459334,1976.84332016156,846.511250760189,16.0024887492398,"c(913734.707870716, 4408751.83046791)","gage"
"Point.09052500","09052500 BOULDER CREEK NEAR DILLON, CO.",-106.135928509665,39.7372537806212,1312677,1312677,19.956,0.000635177065488792,2925.88628542278,205.205505519201,19.7507944944808,"c(916874.824985815, 4409922.49310386)","gage"
"Point.09052800","09052800 SLATE CREEK AT UPPER STATION, NEAR DILLON, CO.",-106.19287086927,39.7630712256467,1313225,1313225,28.04,3.14234869659707e-05,1935.30422459734,1665.74517544438,26.3742548245556,"c(911838.286368546, 4412525.6532518)","gage"
"Point.09053000","09053000 SLATE CREEK NEAR DILLON, CO.",-106.168194629737,39.7814301601883,1312591,1312591,31.393,0.000227560502328943,2087.3364481434,590.725980576787,30.8022740194232,"c(913843.009030774, 4414678.6169637)","gage"
"Point.09053500","09053500 BLUE RIVER ABOVE GREEN MOUNTAIN RESERVOIR, CO.",-106.22284612612,39.8318113166023,1313349,1313349,857.951,0.000217937247191183,46.5885935493954,618.018970691141,857.332981029309,"c(908860.782611595, 4420021.91361636)","gage"
"Point.09054000","09054000 BLACK CREEK BELOW BLACK LAKE, NEAR DILLON, CO.",-106.268619302553,39.7991935916881,1312513,1312513,28.926,4.73403046018635e-06,453.082169488141,225.076378527597,28.7009236214724,"c(905133.574035575, 4416190.7592813)","gage"
"Point.09054500","09054500 BLACK CREEK ABOVE GREEN MOUNTAIN RESERVOIR, CO.",-106.253385294833,39.8553615777221,1313323,1313323,36.831,1.12560397247335e-05,68.5916995523892,314.147140373203,36.5168528596268,"c(906106.816833467, 4422497.78046794)","gage"
"Point.09055000","09055000 OTTER CREEK ABOVE GREEN MOUNTAIN RESERVOIR, CO.",-106.267915286629,39.8527731169248,1312381,1312381,17.257,1.31690439245377e-05,1417.50933011056,186.480909305027,17.070519090695,"c(904878.414222925, 4422144.24072465)","gage"
"Point.09055300","09055300 CATARACT CREEK NEAR KREMMLING, CO.",-106.316545301325,39.8353876309458,1313221,1313221,21.234,0.000148608458807636,25.466774078739,1152.55556439614,20.0814444356039,"c(900817.290168884, 4419993.84766566)","gage"
"Point.09055500","09055500 CATARACT CREEK AB GREEN MOUNTAIN RESERVOIR, CO.",-106.291672626219,39.8505330083223,1312387,1312387,29.53,1.75966348878505e-05,1918.39197975845,1392.63706873746,28.1373629312625,"c(902858.037314606, 4421787.86692975)","gage"
"Point.09056000","09056000 BLUE RIVER NEAR KREMMLING, CO.",-106.290189379577,39.872996599687,1313299,1313299,996.338,7.21201307682243e-05,545.76524068722,1072.09215962875,995.265907840371,"c(902853.264943009, 4424289.25858049)","gage"
"Point.09057500","09057500 BLUE RIVER BELOW GREEN MOUNTAIN RESERVOIR, CO",-106.334063885433,39.880104439839,1313213,1313213,1031.107,1.57980851192071e-05,544.524535249968,546.151225186104,1030.56084877481,"c(899057.668475209, 4424881.24244052)","gage"
"Point.09057520","09057520 BLUE RIVER BEL SPRUCE CR NR KREMMLING, CO",-106.360163414214,39.9635402839981,1312159,1312159,1173.141,1.15994214450006e-05,2261.35931460418,270.701536462235,1172.87029846354,"c(896342.019990623, 4434030.53149773)","gage"
"Point.09058000","09058000 COLORADO RIVER NEAR KREMMLING, CO",-106.439886543098,40.036447180701,1232797,1232797,4512.051,4.16668567193207e-06,54.8363617240791,197.034244556374,4511.85396575544,"c(889114.313734514, 4441774.89216419)","gage"
"Point.09058030","09058030 COLORADO RIVER NEAR RADIUM, CO.",-106.523266924241,39.9673324175749,1236891,1236891,4592.445,8.97293927189049e-05,562.085859223996,1535.92088884265,4590.90907911116,"c(882383.218419155, 4433737.92146775)","gage"
"Point.09058500","09058500 PINEY RIVER BELOW PINEY LAKE, NEAR MINTURN, CO.",-106.426306673351,39.7078088654502,1238569,1238569,23.116,0.000169311714232473,3093.22330634765,2188.21846121621,20.9277815387838,"c(892145.160016557, 4405338.8159001)","gage"
"Point.09058600","09058600 DICKSON CREEK NEAR MINTURN, CO",-106.457288511737,39.703693651643,1238571,1238571,7.224,3.33858315632689e-06,709.581136629982,955.507837005744,6.26849216299426,"c(889510.965488564, 4404746.47314144)","gage"
